date,source,medium,market,device_category,sessions,users,new_users,engaged_sessions,engagement_rate,avg_session_duration,events,conversions,total_revenue,bounce_rate
2024-07-16,google,organic,UK,mobile,1452,1074,688,942,0.649,214.1,6682,50,5877.59,0.34
2024-07-16,google,organic,UK,tablet,282,224,148,195,0.695,150.8,968,9,1112.34,0.315
2024-07-16,referral,referral,FR,desktop,318,260,174,183,0.576,155.9,1118,6,550.73,0.472
2024-07-16,referral,referral,FR,mobile,460,370,212,236,0.515,169.2,1839,7,818.56,0.471
2024-07-16,referral,referral,FR,tablet,78,63,42,41,0.53,196.9,221,1,111.35,0.457
2024-07-16,direct,(none),DE,desktop,165,137,81,98,0.598,184.1,611,4,477.95,0.416
2024-07-16,direct,(none),DE,mobile,331,272,199,199,0.604,201.1,1402,9,1046.71,0.429
2024-07-16,direct,(none),DE,tablet,62,52,35,37,0.608,191.7,235,1,118.48,0.384
2024-07-17,google,organic,US,desktop,2144,1756,1105,1374,0.641,208.5,7348,63,7826.2,0.309
2024-07-17,google,organic,US,mobile,2347,1766,1294,1522,0.648,170.2,7430,80,9643.35,0.341
2024-07-17,google,organic,US,tablet,630,520,337,423,0.673,165.9,2144,25,3180.16,0.318
2024-07-17,direct,(none),US,desktop,1284,979,679,910,0.709,197.9,5029,52,9163.03,0.276
2024-07-17,direct,(none),US,mobile,2262,1915,1442,1642,0.726,158.7,10107,91,13187.0,0.27
2024-07-17,direct,(none),US,tablet,312,256,160,221,0.71,206.1,1226,13,2042.54,0.291
2024-07-17,newsletter,email,US,desktop,402,321,220,231,0.576,191.3,1362,18,2710.81,0.405
2024-07-17,newsletter,email,US,mobile,770,638,384,456,0.593,169.5,2654,31,5345.66,0.363
2024-07-17,newsletter,email,US,tablet,120,91,63,68,0.57,176.4,439,5,800.83,0.428
2024-07-17,google,organic,UK,desktop,929,684,411,596,0.642,171.7,3209,23,2578.66,0.338
2024-07-17,google,organic,UK,mobile,1723,1340,912,1036,0.601,197.2,6150,45,5724.13,0.457
2024-07-17,google,organic,UK,tablet,344,281,183,216,0.629,188.6,1267,10,1321.66,0.361
2024-07-17,referral,referral,FR,desktop,242,189,132,132,0.549,188.1,870,4,431.6,0.414
2024-07-17,referral,referral,FR,mobile,387,328,209,204,0.53,223.7,1548,7,796.34,0.462
2024-07-17,referral,referral,FR,tablet,74,60,38,40,0.552,207.6,298,1,114.28,0.408
2024-07-17,direct,(none),DE,desktop,223,179,121,131,0.591,236.3,750,6,660.57,0.425
2024-07-17,direct,(none),DE,mobile,356,285,180,215,0.604,187.2,1552,8,917.31,0.405
2024-07-17,direct,(none),DE,tablet,58,46,32,29,0.515,163.9,177,1,143.08,0.508
2024-07-18,google,organic,US,desktop,1973,1572,1100,1169,0.593,208.0,6701,65,9467.75,0.418
2024-07-18,google,organic,US,mobile,2811,2095,1393,1914,0.681,165.6,11768,89,12466.53,0.358
2024-07-18,google,organic,US,tablet,464,390,298,304,0.656,165.8,1584,18,2777.38,0.384
2024-07-18,direct,(none),US,desktop,1234,1038,682,849,0.688,210.4,5311,46,6537.11,0.313
2024-07-18,direct,(none),US,mobile,2171,1638,1100,1516,0.699,198.9,7391,98,14997.74,0.279
2024-07-18,direct,(none),US,tablet,356,257,162,260,0.732,132.2,978,11,1886.02,0.266
2024-07-18,newsletter,email,US,desktop,397,332,212,233,0.588,180.7,1399,19,3228.06,0.406
2024-07-18,newsletter,email,US,mobile,631,496,267,371,0.588,147.4,2481,30,4840.37,0.435
2024-07-18,newsletter,email,US,tablet,107,87,58,61,0.575,154.9,419,5,807.27,0.389
2024-07-18,google,organic,UK,desktop,929,740,515,530,0.571,164.8,3298,27,3144.59,0.422
2024-07-18,google,organic,UK,mobile,1500,1137,743,904,0.603,193.4,5058,45,5471.67,0.378
2024-07-18,google,organic,UK,tablet,293,237,151,179,0.612,140.8,1236,9,1230.98,0.339
2024-07-18,referral,referral,FR,desktop,263,206,114,151,0.574,219.3,1173,4,444.13,0.471
2024-07-18,referral,referral,FR,mobile,431,335,188,250,0.581,179.5,1478,8,890.77,0.424
2024-07-18,referral,referral,FR,tablet,78,67,43,46,0.595,195.2,298,1,118.57,0.409
2024-07-18,direct,(none),DE,desktop,188,143,97,107,0.573,178.3,769,4,452.27,0.475
2024-07-18,direct,(none),DE,mobile,355,298,161,216,0.61,202.7,1536,7,921.05,0.441
2024-07-18,direct,(none),DE,tablet,46,37,25,27,0.59,166.8,181,1,117.91,0.436
2024-07-19,google,organic,US,desktop,2145,1762,1175,1358,0.633,152.7,8817,73,11160.81,0.357
2024-07-19,google,organic,US,mobile,2568,2097,1375,1568,0.611,229.1,8905,98,14644.02,0.35
2024-07-19,google,organic,US,tablet,445,350,215,314,0.706,174.6,1792,16,2287.31,0.295
2024-07-19,direct,(none),US,desktop,1424,1092,820,959,0.674,201.1,4528,57,8900.95,0.314
2024-07-19,direct,(none),US,mobile,1907,1419,862,1407,0.738,180.8,6568,90,12588.56,0.254
2024-07-19,direct,(none),US,tablet,332,273,180,237,0.716,130.2,1334,13,2033.64,0.267
2024-07-19,newsletter,email,US,desktop,379,325,184,208,0.549,220.0,1492,17,2991.26,0.467
2024-07-19,newsletter,email,US,mobile,687,555,379,408,0.595,239.3,2492,32,4613.37,0.404
2024-07-19,newsletter,email,US,tablet,148,124,78,85,0.581,145.0,494,7,1075.7,0.384
2024-07-19,google,organic,UK,desktop,1050,836,482,583,0.556,164.6,3267,25,3543.53,0.441
2024-07-19,google,organic,UK,mobile,1510,1196,717,955,0.633,176.5,5163,42,4923.85,0.355
2024-07-19,google,organic,UK,tablet,275,215,142,169,0.618,186.2,1113,8,1119.42,0.356
2024-07-19,referral,referral,FR,desktop,266,219,152,141,0.531,196.5,891,5,548.84,0.417
2024-07-19,referral,referral,FR,mobile,422,374,250,258,0.613,141.0,1678,6,659.99,0.406
2024-07-19,referral,referral,FR,tablet,89,68,48,47,0.535,175.6,315,1,123.81,0.466
2024-07-19,direct,(none),DE,desktop,240,202,122,152,0.636,193.6,795,6,661.08,0.41
2024-07-19,direct,(none),DE,mobile,366,291,211,202,0.553,159.8,1320,11,1206.96,0.386
2024-07-19,direct,(none),DE,tablet,50,41,25,29,0.595,200.6,182,1,125.14,0.391
2024-07-20,google,organic,US,desktop,1303,1055,744,813,0.624,98.4,5148,49,6969.78,0.384
2024-07-20,google,organic,US,mobile,1948,1597,1125,1269,0.652,247.3,6080,69,8752.46,0.373
2024-07-20,google,organic,US,tablet,307,229,143,202,0.659,163.9,1069,10,1372.87,0.382
2024-07-20,direct,(none),US,desktop,1007,792,610,742,0.738,153.8,3821,44,6444.83,0.24
2024-07-20,direct,(none),US,mobile,1478,1161,856,1103,0.747,162.7,5701,69,9502.46,0.233
2024-07-20,direct,(none),US,tablet,265,212,139,187,0.709,171.2,1018,12,1788.43,0.348
2024-07-20,newsletter,email,US,desktop,394,336,232,251,0.638,172.2,1336,17,2501.76,0.365
2024-07-20,newsletter,email,US,mobile,519,419,276,303,0.584,226.9,2039,27,4385.94,0.362
2024-07-20,newsletter,email,US,tablet,71,62,39,39,0.562,186.6,277,3,548.14,0.49
2024-07-20,google,organic,UK,desktop,672,563,360,413,0.616,150.5,2065,20,2401.16,0.413
2024-07-20,google,organic,UK,mobile,1131,918,672,649,0.574,160.4,4260,34,4810.2,0.456
2024-07-20,google,organic,UK,tablet,215,174,117,123,0.574,175.8,815,6,722.32,0.382
2024-07-20,referral,referral,FR,desktop,206,181,111,119,0.582,222.8,765,3,343.54,0.424
2024-07-20,referral,referral,FR,mobile,299,231,157,172,0.576,171.3,1098,6,650.89,0.414
2024-07-20,referral,referral,FR,tablet,55,42,33,29,0.545,216.9,237,1,113.24,0.459
2024-07-20,direct,(none),DE,desktop,128,94,62,75,0.587,231.1,462,3,346.28,0.476
2024-07-20,direct,(none),DE,mobile,266,218,137,164,0.617,225.7,969,6,705.79,0.432
2024-07-20,direct,(none),DE,tablet,50,42,28,30,0.601,191.4,204,1,133.14,0.41
2024-07-21,google,organic,US,desktop,820,684,405,555,0.678,204.3,3134,30,4569.22,0.309
2024-07-21,google,organic,US,mobile,1985,1680,1264,1218,0.614,191.0,6638,62,8929.31,0.388
2024-07-21,google,organic,US,tablet,374,294,191,245,0.657,156.7,1283,14,1873.92,0.376
2024-07-21,direct,(none),US,desktop,866,639,439,639,0.739,191.4,3158,32,5494.18,0.259
2024-07-21,direct,(none),US,mobile,1134,927,575,777,0.686,169.9,3916,43,7094.98,0.311
2024-07-21,direct,(none),US,tablet,265,202,114,192,0.725,230.1,1032,14,2227.65,0.28
2024-07-21,newsletter,email,US,desktop,205,167,111,116,0.568,176.3,753,9,1680.74,0.419
2024-07-21,newsletter,email,US,mobile,443,347,243,259,0.585,172.4,1323,21,3276.79,0.413
2024-07-21,newsletter,email,US,tablet,67,57,40,41,0.621,211.0,262,2,367.19,0.35
2024-07-21,google,organic,UK,desktop,625,517,361,398,0.638,169.2,2172,23,2980.6,0.358
2024-07-21,google,organic,UK,mobile,928,751,503,574,0.619,190.3,4039,26,3391.65,0.361
2024-07-21,google,organic,UK,tablet,191,148,93,109,0.575,182.6,737,6,809.3,0.41
2024-07-21,referral,referral,FR,desktop,154,115,68,92,0.602,187.8,536,2,204.93,0.379
2024-07-21,referral,referral,FR,mobile,335,267,155,205,0.614,149.2,1166,7,795.57,0.372
2024-07-21,referral,referral,FR,tablet,44,33,20,24,0.55,185.2,160,0,0.0,0.46
2024-07-21,direct,(none),DE,desktop,159,126,81,95,0.602,210.2,535,4,496.17,0.398
2024-07-21,direct,(none),DE,mobile,249,187,128,152,0.613,154.7,963,6,709.7,0.414
2024-07-21,direct,(none),DE,tablet,36,29,18,20,0.582,193.6,130,0,0.0,0.445
2024-07-22,google,organic,US,desktop,1516,1229,814,967,0.638,232.8,5709,57,8161.83,0.355
2024-07-22,google,organic,US,mobile,2784,2389,1713,1986,0.713,186.0,9397,93,11782.81,0.304
2024-07-22,google,organic,US,tablet,471,319,252,297,0.631,164.4,2034,14,2138.22,0.351
2024-07-22,direct,(none),US,desktop,1045,907,642,787,0.753,189.9,4098,38,5942.59,0.229
2024-07-22,direct,(none),US,mobile,1628,1329,958,1149,0.706,174.3,5338,68,11180.9,0.312
2024-07-22,direct,(none),US,tablet,378,293,183,282,0.749,201.9,1374,15,2542.11,0.244
2024-07-22,newsletter,email,US,desktop,464,368,222,290,0.627,183.2,1594,19,2726.27,0.362
2024-07-22,newsletter,email,US,mobile,824,639,470,474,0.576,148.1,2904,34,5067.48,0.394
2024-07-22,newsletter,email,US,tablet,93,80,53,52,0.56,186.0,315,3,593.54,0.447
2024-07-22,google,organic,UK,desktop,924,667,387,620,0.671,220.6,3676,24,3496.89,0.341
2024-07-22,google,organic,UK,mobile,1685,1378,799,982,0.583,166.2,6635,43,5511.59,0.411
2024-07-22,google,organic,UK,tablet,311,257,155,206,0.665,148.6,1276,8,1053.64,0.341
2024-07-22,referral,referral,FR,desktop,290,239,162,165,0.572,192.5,937,5,525.19,0.39
2024-07-22,referral,referral,FR,mobile,431,347,233,249,0.579,215.3,1648,9,997.55,0.447
2024-07-22,referral,referral,FR,tablet,85,67,51,45,0.535,219.3,271,1,122.64,0.394
2024-07-22,direct,(none),DE,desktop,216,178,119,132,0.611,183.7,711,6,691.0,0.402
2024-07-22,direct,(none),DE,mobile,308,218,133,171,0.557,209.5,1070,7,768.48,0.447
2024-07-22,direct,(none),DE,tablet,55,46,31,32,0.583,203.0,203,1,105.96,0.415
2024-07-23,google,organic,US,desktop,1846,1575,976,1336,0.724,195.0,5792,59,9199.0,0.303
2024-07-23,google,organic,US,mobile,2799,2255,1349,1939,0.693,153.3,11231,111,15599.87,0.331
2024-07-23,google,organic,US,tablet,620,502,326,401,0.648,159.9,2118,22,3039.6,0.361
2024-07-23,direct,(none),US,desktop,1021,813,580,693,0.68,180.4,3077,37,6105.55,0.312
2024-07-23,direct,(none),US,mobile,2382,1946,1338,1622,0.681,169.6,8167,89,14527.67,0.341
2024-07-23,direct,(none),US,tablet,372,285,193,242,0.651,215.7,1197,13,2033.59,0.355
2024-07-23,newsletter,email,US,desktop,422,318,228,224,0.531,140.0,1544,17,2986.04,0.425
2024-07-23,newsletter,email,US,mobile,795,668,484,504,0.635,182.2,2643,37,5651.63,0.345
2024-07-23,newsletter,email,US,tablet,124,97,60,71,0.573,194.8,502,4,624.48,0.422
2024-07-23,google,organic,UK,desktop,854,679,453,543,0.636,182.1,2881,30,4158.69,0.38
2024-07-23,google,organic,UK,mobile,1752,1418,1032,1089,0.622,180.0,6894,60,8743.52,0.396
2024-07-23,google,organic,UK,tablet,302,250,178,199,0.66,173.6,1264,9,1230.93,0.377
2024-07-23,referral,referral,FR,desktop,309,258,164,182,0.591,198.8,1157,6,796.64,0.371
2024-07-23,referral,referral,FR,mobile,403,365,249,223,0.555,176.9,1671,10,1041.46,0.441
2024-07-23,referral,referral,FR,tablet,77,63,45,45,0.595,200.7,356,1,102.66,0.453
2024-07-23,direct,(none),DE,desktop,216,160,102,131,0.608,162.6,718,5,548.9,0.412
2024-07-23,direct,(none),DE,mobile,257,206,141,153,0.597,209.5,820,5,584.16,0.426
2024-07-23,direct,(none),DE,tablet,62,54,33,34,0.558,228.3,196,1,110.6,0.369
2024-07-24,google,organic,US,desktop,1698,1419,845,1135,0.669,200.6,5483,58,9144.47,0.349
2024-07-24,google,organic,US,mobile,2707,2210,1378,1857,0.686,210.1,10136,96,12366.09,0.28
2024-07-24,google,organic,US,tablet,485,386,276,329,0.68,185.0,2008,15,2280.99,0.3
2024-07-24,direct,(none),US,desktop,1430,1143,633,1067,0.746,201.9,5049,57,8722.23,0.215
2024-07-24,direct,(none),US,mobile,1401,1193,735,1102,0.787,217.0,5996,55,7428.07,0.195
2024-07-24,direct,(none),US,tablet,336,236,149,239,0.713,145.1,1113,13,2072.43,0.267
2024-07-24,newsletter,email,US,desktop,441,355,235,247,0.561,144.0,1908,22,3803.21,0.436
2024-07-24,newsletter,email,US,mobile,657,538,302,359,0.548,158.5,2320,28,4599.28,0.455
2024-07-24,newsletter,email,US,tablet,142,127,75,82,0.584,183.9,524,6,889.56,0.424
2024-07-24,google,organic,UK,desktop,883,712,460,551,0.624,154.3,3318,24,3160.11,0.416
2024-07-24,google,organic,UK,mobile,1614,1311,921,930,0.576,226.4,5341,52,7163.93,0.393
2024-07-24,google,organic,UK,tablet,319,261,198,199,0.626,177.1,1119,7,886.83,0.366
2024-07-24,referral,referral,FR,desktop,293,217,140,165,0.566,198.2,882,6,646.98,0.428
2024-07-24,referral,referral,FR,mobile,320,275,184,162,0.508,190.1,1224,7,750.92,0.493
2024-07-24,referral,referral,FR,tablet,75,61,37,39,0.525,178.2,243,1,126.96,0.457
2024-07-24,direct,(none),DE,desktop,177,143,90,112,0.635,158.7,690,4,454.03,0.372
2024-07-24,direct,(none),DE,mobile,370,297,197,212,0.574,210.9,1511,8,950.45,0.474
2024-07-24,direct,(none),DE,tablet,52,42,26,33,0.653,181.7,216,1,108.01,0.34
2024-07-25,google,organic,US,desktop,1836,1431,1001,1180,0.643,123.8,7168,58,7885.11,0.401
2024-07-25,google,organic,US,mobile,3392,2635,1819,2143,0.632,172.3,11790,98,13824.33,0.376
2024-07-25,google,organic,US,tablet,467,393,250,293,0.629,194.2,1461,17,2303.43,0.4
2024-07-25,direct,(none),US,desktop,1438,1187,732,970,0.675,141.3,5907,59,8706.61,0.322
2024-07-25,direct,(none),US,mobile,2211,1837,1254,1642,0.743,184.9,8427,94,14569.93,0.273
2024-07-25,direct,(none),US,tablet,371,283,194,270,0.729,196.5,1358,16,2467.82,0.287
2024-07-25,newsletter,email,US,desktop,403,316,218,229,0.57,239.6,1575,19,3239.4,0.413
2024-07-25,newsletter,email,US,mobile,745,622,451,422,0.567,147.0,2588,34,6165.57,0.509
2024-07-25,newsletter,email,US,tablet,127,101,64,76,0.604,239.1,553,6,1046.27,0.422
2024-07-25,google,organic,UK,desktop,991,763,502,627,0.633,140.8,3610,27,3794.69,0.351
2024-07-25,google,organic,UK,mobile,1628,1256,934,923,0.567,192.8,5254,46,6078.64,0.442
2024-07-25,google,organic,UK,tablet,292,235,147,179,0.615,180.9,1101,8,1100.7,0.388
2024-07-25,referral,referral,FR,desktop,291,228,137,161,0.554,212.6,1124,5,585.85,0.434
2024-07-25,referral,referral,FR,mobile,485,380,257,259,0.536,166.7,1513,10,1132.57,0.48
2024-07-25,referral,referral,FR,tablet,84,64,45,48,0.577,158.7,327,1,105.86,0.413
2024-07-25,direct,(none),DE,desktop,227,167,100,129,0.57,131.5,931,4,493.18,0.458
2024-07-25,direct,(none),DE,mobile,323,249,167,193,0.6,207.1,880,7,877.74,0.402
2024-07-25,direct,(none),DE,tablet,66,53,34,39,0.591,242.8,281,1,120.75,0.427
2024-07-26,google,organic,US,desktop,1957,1598,991,1385,0.708,186.6,8699,69,9470.16,0.324
2024-07-26,google,organic,US,mobile,2900,2335,1393,1947,0.671,166.7,10249,96,13912.05,0.288
2024-07-26,google,organic,US,tablet,496,416,247,325,0.656,163.0,1761,20,2430.29,0.365
2024-07-26,direct,(none),US,desktop,1175,915,550,877,0.747,174.8,4209,49,7491.53,0.212
2024-07-26,direct,(none),US,mobile,1843,1540,893,1254,0.681,168.5,6324,77,10891.33,0.309
2024-07-26,direct,(none),US,tablet,354,292,211,251,0.711,231.0,1285,16,2863.21,0.293
2024-07-26,newsletter,email,US,desktop,357,286,179,204,0.572,233.6,1159,17,2529.01,0.417
2024-07-26,newsletter,email,US,mobile,731,594,384,410,0.561,188.5,3166,31,5718.55,0.481
2024-07-26,newsletter,email,US,tablet,142,115,83,78,0.551,162.0,565,7,1106.71,0.359
2024-07-26,google,organic,UK,desktop,945,711,487,580,0.614,163.0,4420,31,4370.41,0.454
2024-07-26,google,organic,UK,mobile,1718,1321,809,1116,0.65,124.4,6307,40,5241.12,0.374
2024-07-26,google,organic,UK,tablet,294,246,187,180,0.616,255.8,1110,9,1112.8,0.434
2024-07-26,referral,referral,FR,desktop,320,274,181,164,0.515,192.4,983,6,670.09,0.577
2024-07-26,referral,referral,FR,mobile,464,373,244,238,0.513,182.3,1734,8,796.45,0.468
2024-07-26,referral,referral,FR,tablet,82,64,38,45,0.558,194.5,307,1,115.23,0.435
2024-07-26,direct,(none),DE,desktop,183,153,103,109,0.596,137.6,626,5,527.6,0.395
2024-07-26,direct,(none),DE,mobile,335,272,158,202,0.605,134.5,1251,7,781.81,0.421
2024-07-26,direct,(none),DE,tablet,59,48,32,37,0.638,147.4,238,1,116.37,0.329
2024-07-27,google,organic,US,desktop,1434,1094,751,1021,0.713,206.5,6044,46,6832.96,0.261
2024-07-27,google,organic,US,mobile,2041,1774,1113,1400,0.686,207.4,8363,62,9044.7,0.31
2024-07-27,google,organic,US,tablet,431,316,214,283,0.657,126.3,1453,12,1582.38,0.358
2024-07-27,direct,(none),US,desktop,957,772,467,727,0.76,179.5,3552,43,6136.41,0.244
2024-07-27,direct,(none),US,mobile,1545,1202,834,1138,0.737,177.3,5640,68,11204.84,0.264
2024-07-27,direct,(none),US,tablet,303,250,141,202,0.669,211.9,1093,12,2029.53,0.33
2024-07-27,newsletter,email,US,desktop,322,246,167,192,0.597,164.4,1081,19,3017.4,0.381
2024-07-27,newsletter,email,US,mobile,546,435,262,324,0.594,157.0,2338,27,4224.31,0.41
2024-07-27,newsletter,email,US,tablet,101,81,62,61,0.613,193.2,338,4,664.52,0.362
2024-07-27,google,organic,UK,desktop,864,657,411,520,0.603,200.1,2939,21,2967.63,0.383
2024-07-27,google,organic,UK,mobile,1025,789,592,614,0.6,176.7,3623,26,3179.17,0.359
2024-07-27,google,organic,UK,tablet,238,191,151,142,0.598,156.8,1015,7,938.01,0.366
2024-07-27,referral,referral,FR,desktop,258,205,130,150,0.581,179.4,843,5,515.62,0.318
2024-07-27,referral,referral,FR,mobile,300,233,139,169,0.566,159.0,1163,5,590.01,0.39
2024-07-27,referral,referral,FR,tablet,43,36,22,25,0.598,195.2,171,0,0.0,0.406
2024-07-27,direct,(none),DE,desktop,185,148,91,114,0.618,122.9,774,5,657.51,0.418
2024-07-27,direct,(none),DE,mobile,249,198,117,162,0.652,166.9,952,6,642.79,0.299
2024-07-27,direct,(none),DE,tablet,45,35,22,28,0.632,186.1,179,1,116.96,0.339
2024-07-28,google,organic,US,desktop,1196,960,679,771,0.645,172.0,4323,38,5935.8,0.387
2024-07-28,google,organic,US,mobile,1556,1294,727,1061,0.682,161.2,5964,43,5442.7,0.33
2024-07-28,google,organic,US,tablet,303,232,170,218,0.722,205.3,998,12,1470.14,0.271
2024-07-28,direct,(none),US,desktop,816,715,506,573,0.703,154.5,3321,32,5046.0,0.264
2024-07-28,direct,(none),US,mobile,1362,1116,663,1031,0.757,195.0,5412,55,8647.05,0.244
2024-07-28,direct,(none),US,tablet,227,183,132,172,0.759,148.1,922,10,1531.25,0.251
2024-07-28,newsletter,email,US,desktop,294,225,143,176,0.602,166.6,1193,15,2619.58,0.461
2024-07-28,newsletter,email,US,mobile,432,348,235,249,0.578,194.6,1324,21,2989.75,0.389
2024-07-28,newsletter,email,US,tablet,86,68,47,49,0.574,209.9,310,3,488.66,0.352
2024-07-28,google,organic,UK,desktop,536,409,248,323,0.603,151.9,1704,18,2213.05,0.326
2024-07-28,google,organic,UK,mobile,976,736,451,626,0.642,167.9,3194,30,4258.78,0.373
2024-07-28,google,organic,UK,tablet,130,98,64,79,0.612,171.2,433,3,452.64,0.388
2024-07-28,referral,referral,FR,desktop,199,159,105,109,0.548,149.7,624,4,446.61,0.486
2024-07-28,referral,referral,FR,mobile,317,243,174,181,0.571,198.7,1436,7,812.5,0.448
2024-07-28,referral,referral,FR,tablet,59,45,28,33,0.569,156.9,231,1,102.47,0.432
2024-07-28,direct,(none),DE,desktop,160,128,85,97,0.61,192.4,572,4,439.72,0.365
2024-07-28,direct,(none),DE,mobile,201,164,109,119,0.596,198.7,771,4,440.25,0.378
2024-07-28,direct,(none),DE,tablet,32,25,15,18,0.585,176.6,130,0,0.0,0.457
2024-07-29,google,organic,US,desktop,1353,1183,824,883,0.653,155.9,4786,50,7353.96,0.365
2024-07-29,google,organic,US,mobile,2559,1952,1308,1727,0.675,180.1,10871,89,12459.29,0.342
2024-07-29,google,organic,US,tablet,584,435,261,373,0.64,265.3,2104,20,2938.51,0.388
2024-07-29,direct,(none),US,desktop,1274,1078,643,882,0.692,211.4,4718,46,6375.62,0.288
2024-07-29,direct,(none),US,mobile,1964,1607,1032,1441,0.734,168.2,8156,103,15463.56,0.276
2024-07-29,direct,(none),US,tablet,374,301,209,275,0.737,167.3,1565,16,2403.66,0.314
2024-07-29,newsletter,email,US,desktop,422,341,228,243,0.576,192.1,1429,21,2887.35,0.38
2024-07-29,newsletter,email,US,mobile,820,614,341,446,0.544,227.0,2490,35,4946.73,0.446
2024-07-29,newsletter,email,US,tablet,115,89,67,62,0.545,177.2,439,4,664.91,0.44
2024-07-29,google,organic,UK,desktop,1044,830,457,689,0.66,235.9,3794,28,4078.55,0.391
2024-07-29,google,organic,UK,mobile,1538,1216,797,873,0.568,172.1,6666,45,5363.26,0.449
2024-07-29,google,organic,UK,tablet,262,208,123,154,0.588,199.9,980,7,918.7,0.392
2024-07-29,referral,referral,FR,desktop,258,218,152,141,0.549,183.9,953,5,514.82,0.482
2024-07-29,referral,referral,FR,mobile,467,368,233,267,0.573,175.9,1607,8,934.15,0.372
2024-07-29,referral,referral,FR,tablet,78,65,42,43,0.558,209.3,314,1,108.85,0.475
2024-07-29,direct,(none),DE,desktop,238,189,124,144,0.608,216.9,974,6,657.87,0.383
2024-07-29,direct,(none),DE,mobile,327,280,181,208,0.638,164.6,1150,8,1080.43,0.356
2024-07-29,direct,(none),DE,tablet,42,30,20,23,0.556,156.6,155,0,0.0,0.403
2024-07-30,google,organic,US,desktop,1464,1124,678,973,0.665,212.3,5219,48,6497.32,0.305
2024-07-30,google,organic,US,mobile,2372,1741,1026,1667,0.703,161.4,6194,78,9530.61,0.298
2024-07-30,google,organic,US,tablet,507,406,267,323,0.638,140.7,1861,19,3045.95,0.355
2024-07-30,direct,(none),US,desktop,1230,1008,744,864,0.702,198.7,4176,53,8852.88,0.267
2024-07-30,direct,(none),US,mobile,1841,1543,1068,1394,0.757,202.9,6579,94,14729.58,0.183
2024-07-30,direct,(none),US,tablet,345,269,188,242,0.704,209.7,1347,13,1992.37,0.278
2024-07-30,newsletter,email,US,desktop,438,336,223,250,0.572,175.9,1952,20,2704.79,0.463
2024-07-30,newsletter,email,US,mobile,755,544,338,447,0.593,194.2,2792,36,5327.5,0.329
2024-07-30,newsletter,email,US,tablet,152,115,76,87,0.575,204.2,568,7,883.97,0.396
2024-07-30,google,organic,UK,desktop,1089,899,548,621,0.571,183.4,2858,28,4152.56,0.479
2024-07-30,google,organic,UK,mobile,1663,1350,751,992,0.597,172.0,5710,48,6888.57,0.385
2024-07-30,google,organic,UK,tablet,274,227,132,162,0.594,160.1,1019,7,887.19,0.384
2024-07-30,referral,referral,FR,desktop,249,205,131,141,0.567,150.0,860,4,435.5,0.459
2024-07-30,referral,referral,FR,mobile,425,352,239,232,0.547,154.3,1691,7,768.69,0.451
2024-07-30,referral,referral,FR,tablet,79,61,37,39,0.506,217.9,277,1,108.82,0.538
2024-07-30,direct,(none),DE,desktop,264,212,138,149,0.566,141.0,803,6,599.57,0.471
2024-07-30,direct,(none),DE,mobile,353,278,199,200,0.568,157.9,1053,9,1009.99,0.433
2024-07-30,direct,(none),DE,tablet,68,58,38,41,0.612,155.6,293,1,120.77,0.376
2024-07-31,google,organic,US,desktop,2044,1651,1155,1352,0.662,174.0,8265,74,9563.54,0.312
2024-07-31,google,organic,US,mobile,2859,2390,1784,1693,0.592,180.7,11096,103,15584.36,0.429
2024-07-31,google,organic,US,tablet,450,341,230,306,0.682,183.9,1402,14,2068.43,0.309
2024-07-31,direct,(none),US,desktop,1268,1068,637,894,0.705,165.9,4858,57,7788.75,0.295
2024-07-31,direct,(none),US,mobile,2171,1575,1034,1468,0.676,162.7,6020,103,15510.54,0.303
2024-07-31,direct,(none),US,tablet,371,281,168,287,0.774,228.8,1291,17,2710.05,0.2
2024-07-31,newsletter,email,US,desktop,381,328,191,246,0.646,164.6,1632,17,2894.06,0.393
2024-07-31,newsletter,email,US,mobile,786,610,374,454,0.578,144.9,2977,34,5911.2,0.403
2024-07-31,newsletter,email,US,tablet,96,82,54,55,0.581,209.5,386,4,616.97,0.382
2024-07-31,google,organic,UK,desktop,825,679,462,530,0.644,214.6,3288,26,2818.12,0.348
2024-07-31,google,organic,UK,mobile,1755,1321,878,1116,0.636,192.0,6732,55,7253.39,0.321
2024-07-31,google,organic,UK,tablet,303,245,142,200,0.663,194.4,966,8,993.07,0.322
2024-07-31,referral,referral,FR,desktop,296,225,161,171,0.579,196.7,1100,6,645.43,0.397
2024-07-31,referral,referral,FR,mobile,513,416,259,276,0.539,160.1,2281,10,1113.88,0.488
2024-07-31,referral,referral,FR,tablet,69,58,36,41,0.6,171.6,281,1,99.66,0.39
2024-07-31,direct,(none),DE,desktop,162,133,89,92,0.57,179.6,647,3,323.32,0.418
2024-07-31,direct,(none),DE,mobile,338,269,190,207,0.614,198.8,1076,8,936.41,0.431
2024-07-31,direct,(none),DE,tablet,62,47,33,38,0.617,157.8,221,1,131.78,0.389
2024-08-01,google,organic,US,desktop,1944,1516,1027,1345,0.692,170.3,7275,58,7622.69,0.299
2024-08-01,google,organic,US,mobile,2453,2092,1288,1657,0.676,185.0,9104,98,11238.77,0.319
2024-08-01,google,organic,US,tablet,444,320,191,288,0.651,160.4,1790,15,2045.44,0.34
2024-08-01,direct,(none),US,desktop,1237,968,595,934,0.756,163.1,4401,54,8583.43,0.227
