date,campaign_id,campaign_name,objective,placement,market,device,impressions,reach,clicks,link_clicks,cost,purchases,purchase_value,add_to_cart,landing_page_views,frequency
2024-07-15,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,27622,16015,586,378,243.29,11.6,1591.86,57,330,1.72
2024-07-15,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,3759,1316,156,111,70.02,5.1,677.53,20,101,2.86
2024-07-15,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,mobile,13592,5284,533,353,228.34,16.2,2396.21,65,311,2.57
2024-07-15,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,desktop,4694,2994,98,65,40.09,1.1,134.76,3,57,1.57
2024-07-15,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,mobile,15412,9457,319,226,141.8,4.3,513.09,16,185,1.63
2024-07-15,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,desktop,4606,3830,103,79,30.7,0.5,52.38,1,66,1.2
2024-07-15,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,mobile,15622,12399,482,318,97.64,2.5,245.78,11,281,1.26
2024-07-15,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,desktop,3546,2380,75,55,47.18,1.9,227.58,8,43,1.49
2024-07-15,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,mobile,7046,4721,216,138,95.29,3.7,457.57,12,111,1.49
2024-07-15,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,desktop,2455,2053,44,31,21.66,0.4,48.72,1,27,1.2
2024-07-15,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,mobile,8692,7196,122,90,77.1,1.5,167.21,5,78,1.21
2024-07-16,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,desktop,6930,3488,144,95,81.55,1.9,240.8,6,77,1.99
2024-07-16,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,18777,11187,350,258,241.44,5.6,782.96,24,211,1.68
2024-07-16,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,5889,2167,186,136,95.36,5.6,836.48,21,119,2.72
2024-07-16,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,mobile,12433,5366,450,307,201.65,12.2,1869.47,57,254,2.32
2024-07-16,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,desktop,4298,2811,82,59,43.12,1.3,160.3,4,48,1.53
2024-07-16,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,mobile,11850,8242,202,143,128.03,2.6,305.23,7,119,1.44
2024-07-16,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,desktop,5327,3884,172,116,29.96,1.0,82.71,3,103,1.37
2024-07-16,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,mobile,15535,10108,576,367,86.34,3.3,271.24,10,304,1.54
2024-07-16,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,desktop,2655,2223,77,49,35.36,1.6,187.39,4,36,1.19
2024-07-16,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,mobile,6900,4836,219,150,105.31,4.3,478.89,15,114,1.43
2024-07-16,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,desktop,3063,1973,45,30,26.28,0.5,59.53,1,22,1.55
2024-07-16,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,mobile,9621,7198,168,113,75.8,1.4,136.12,4,107,1.34
2024-07-17,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,desktop,7767,4378,189,113,98.92,2.3,312.8,7,105,1.77
2024-07-17,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,21157,12330,508,350,297.41,7.8,1146.64,23,300,1.72
2024-07-17,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,4216,1749,165,127,79.84,6.7,1102.69,30,99,2.41
2024-07-17,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,mobile,9854,4638,293,206,203.84,9.5,1606.51,32,169,2.12
2024-07-17,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,desktop,4747,2865,72,60,47.22,1.0,133.63,3,50,1.66
2024-07-17,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,mobile,18377,11696,346,242,154.86,4.4,520.07,12,207,1.57
2024-07-17,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,desktop,4182,2898,107,81,25.51,0.6,56.01,2,68,1.44
2024-07-17,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,mobile,16380,12756,505,351,109.71,2.8,271.9,10,319,1.28
2024-07-17,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,desktop,2609,1619,65,49,39.9,1.7,243.17,5,40,1.61
2024-07-17,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,mobile,7938,5378,193,125,117.26,3.7,489.36,13,104,1.48
2024-07-17,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,desktop,3374,2503,44,36,27.17,0.5,60.67,1,32,1.35
2024-07-17,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,mobile,8405,5645,173,114,70.52,1.5,184.2,6,95,1.49
2024-07-18,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,desktop,7145,3670,150,108,100.29,2.4,323.45,9,93,1.95
2024-07-18,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,19767,10274,421,307,260.82,6.6,923.06,18,233,1.92
2024-07-18,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,4738,1807,169,105,89.65,4.9,641.84,20,89,2.62
2024-07-18,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,mobile,12523,5971,509,331,216.91,14.5,2397.46,40,272,2.1
2024-07-18,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,desktop,4428,2752,86,60,40.9,1.0,136.19,4,51,1.61
2024-07-18,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,mobile,11395,8054,199,143,124.23,2.2,258.09,6,121,1.41
2024-07-18,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,desktop,5412,4290,170,105,30.46,0.8,85.28,3,91,1.26
2024-07-18,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,mobile,19942,15943,685,469,106.26,2.5,245.94,8,346,1.25
2024-07-18,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,desktop,3251,2111,74,57,42.27,1.4,161.91,5,48,1.54
2024-07-18,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,mobile,8073,4911,278,166,102.47,4.9,626.7,14,139,1.64
2024-07-18,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,desktop,3409,2245,57,34,22.3,0.6,72.07,2,28,1.52
2024-07-18,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,mobile,11092,7735,155,114,89.12,1.8,210.6,5,89,1.43
2024-07-19,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,desktop,5521,3225,137,80,77.27,1.5,183.66,4,73,1.71
2024-07-19,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,25216,13182,637,356,338.89,8.1,1124.87,27,298,1.91
2024-07-19,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,4802,1720,168,123,91.12,5.1,771.3,16,98,2.79
2024-07-19,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,mobile,15320,6060,556,394,260.75,20.8,2841.16,75,339,2.53
2024-07-19,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,desktop,5476,3199,106,76,45.28,1.5,185.4,4,61,1.71
2024-07-19,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,mobile,15867,10385,267,188,155.41,3.2,358.01,8,168,1.53
2024-07-19,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,desktop,6478,4929,170,117,33.92,0.9,86.92,4,97,1.31
2024-07-19,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,mobile,14852,10544,342,247,82.32,2.3,234.49,8,232,1.41
2024-07-19,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,desktop,2885,1967,77,46,37.54,1.4,190.74,5,38,1.47
2024-07-19,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,mobile,6963,4990,212,127,96.99,3.5,442.75,12,112,1.4
2024-07-19,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,desktop,3581,2465,67,43,22.36,0.6,62.73,2,36,1.45
2024-07-19,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,mobile,7593,5868,147,98,71.82,1.1,124.69,4,81,1.29
2024-07-20,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,desktop,4580,2731,116,72,56.31,1.4,171.72,5,58,1.68
2024-07-20,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,16196,8751,349,250,178.59,5.5,802.35,16,191,1.85
2024-07-20,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,3377,1432,144,89,60.13,2.9,412.29,13,77,2.36
2024-07-20,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,mobile,9194,3672,398,248,184.92,11.9,1739.02,42,204,2.5
2024-07-20,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,desktop,4083,2724,69,51,34.26,0.9,106.58,3,45,1.5
2024-07-20,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,mobile,8999,5231,185,122,96.91,2.3,302.21,9,110,1.72
2024-07-20,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,desktop,3619,2513,97,67,22.92,0.5,53.6,1,56,1.44
2024-07-20,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,mobile,9113,7565,203,155,56.03,1.3,144.15,4,133,1.2
2024-07-20,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,desktop,2639,1689,74,47,31.25,1.2,140.18,4,43,1.56
2024-07-20,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,mobile,6816,5090,173,102,90.58,2.5,304.36,10,79,1.34
2024-07-20,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,desktop,2758,2169,40,29,21.51,0.5,54.52,1,24,1.27
2024-07-20,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,mobile,5612,4429,88,58,45.82,0.8,93.84,3,46,1.27
2024-07-21,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,desktop,7061,3846,137,102,58.88,2.3,327.05,7,82,1.84
2024-07-21,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,16761,9831,425,282,181.53,4.8,534.29,17,250,1.7
2024-07-21,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,2118,765,96,62,39.85,3.0,373.21,13,51,2.77
2024-07-21,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,mobile,7509,2679,347,229,131.72,11.5,1730.96,33,209,2.8
2024-07-21,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,desktop,2504,1417,60,34,27.45,0.8,94.65,2,26,1.77
2024-07-21,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,mobile,12439,7127,257,149,112.98,2.5,271.4,8,123,1.75
2024-07-21,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,desktop,3549,2599,95,68,21.19,0.5,58.18,1,52,1.37
2024-07-21,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,mobile,9182,6154,275,202,55.63,2.1,209.48,8,161,1.49
2024-07-21,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,desktop,1405,1265,45,30,16.9,0.7,90.67,2,26,1.11
2024-07-21,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,mobile,5998,4301,187,116,81.54,3.3,484.36,10,94,1.39
2024-07-21,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,desktop,2227,1530,31,22,16.62,0.4,44.51,1,19,1.46
2024-07-21,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,mobile,5571,3803,112,67,41.48,0.9,108.43,2,55,1.46
2024-07-22,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,desktop,8849,4809,179,134,104.54,3.3,448.23,8,115,1.84
2024-07-22,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,17924,11259,402,259,248.63,5.7,786.23,15,238,1.59
2024-07-22,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,3957,1479,128,98,80.92,4.1,693.21,17,80,2.67
2024-07-22,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,mobile,8579,3512,330,209,151.14,10.4,1683.59,38,161,2.44
2024-07-22,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,desktop,3747,2273,77,50,43.8,0.9,87.41,3,42,1.65
2024-07-22,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,mobile,16563,11922,308,224,158.1,3.4,380.77,12,202,1.39
2024-07-22,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,desktop,5049,3742,163,102,32.21,0.6,60.53,1,91,1.35
2024-07-22,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,mobile,14910,13039,522,328,89.74,2.8,261.79,8,281,1.14
2024-07-22,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,desktop,2292,1847,69,39,33.49,1.1,139.33,4,29,1.24
2024-07-22,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,mobile,7359,4590,197,144,98.9,4.5,544.35,18,116,1.6
2024-07-22,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,desktop,3154,2077,47,32,24.0,0.5,60.01,1,27,1.52
2024-07-22,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,mobile,8990,6408,149,101,69.41,1.5,151.56,5,86,1.4
2024-07-23,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,desktop,8191,5285,173,118,102.4,2.8,303.71,9,102,1.55
2024-07-23,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,20047,11725,399,278,252.47,5.6,767.81,17,225,1.71
2024-07-23,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,4680,2199,165,108,92.34,5.0,660.57,20,95,2.13
2024-07-23,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,mobile,11826,4565,533,308,241.75,15.7,2196.46,60,253,2.59
2024-07-23,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,desktop,4869,3421,95,62,48.47,1.1,135.32,4,52,1.42
2024-07-23,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,mobile,13021,7841,233,172,140.82,3.3,406.46,13,146,1.66
2024-07-23,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,desktop,4785,3476,140,90,23.83,0.7,69.07,2,73,1.38
2024-07-23,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,mobile,16150,12804,457,312,91.24,2.8,277.09,11,285,1.26
2024-07-23,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,desktop,2733,1775,80,53,40.32,1.7,222.94,5,47,1.54
2024-07-23,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,mobile,8006,5548,240,146,110.9,4.5,578.4,17,131,1.44
2024-07-23,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,desktop,3368,2178,48,35,23.94,0.4,48.1,1,28,1.55
2024-07-23,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,mobile,9127,6877,135,99,78.29,1.4,164.43,4,83,1.33
2024-07-24,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,desktop,5418,2891,147,87,75.4,1.7,214.66,4,85,1.87
2024-07-24,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,19531,12043,572,322,269.51,7.0,836.41,23,243,1.62
2024-07-24,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,3896,1562,148,94,75.89,4.5,585.37,15,89,2.49
2024-07-24,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,mobile,10761,3725,424,298,192.06,13.7,2054.65,42,252,2.89
2024-07-24,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,desktop,4600,3058,77,52,44.2,1.1,132.87,3,45,1.5
2024-07-24,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,mobile,11939,7464,230,166,134.61,3.2,392.45,11,137,1.6
2024-07-24,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,desktop,4564,3342,138,90,28.16,0.7,70.55,2,76,1.37
2024-07-24,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,mobile,19573,14317,595,408,121.1,3.8,371.15,15,341,1.37
2024-07-24,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,desktop,2231,1631,55,42,32.38,1.1,121.75,5,32,1.37
2024-07-24,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,mobile,7044,4336,198,137,109.9,4.5,603.6,16,117,1.62
2024-07-24,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,desktop,3231,2100,54,40,23.5,0.6,68.21,2,34,1.54
2024-07-24,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,mobile,11010,8435,194,136,81.5,1.7,187.91,5,124,1.31
2024-07-25,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,desktop,7298,3804,166,119,101.7,2.6,311.23,8,104,1.92
2024-07-25,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,19736,12066,406,310,279.06,6.9,950.13,23,270,1.64
2024-07-25,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,4498,1722,178,132,67.5,6.8,1023.54,19,105,2.61
2024-07-25,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,mobile,13275,5933,377,275,229.29,12.7,1904.02,41,236,2.24
2024-07-25,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,desktop,5213,3290,100,74,51.48,1.3,153.49,3,61,1.58
2024-07-25,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,mobile,9112,6156,206,137,103.12,2.6,299.8,9,120,1.48
2024-07-25,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,desktop,5096,4039,122,97,32.95,0.8,86.93,3,83,1.26
2024-07-25,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,mobile,16684,11846,395,273,83.12,2.1,208.83,7,233,1.41
2024-07-25,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,desktop,1854,1504,49,35,26.0,0.7,81.8,2,31,1.23
2024-07-25,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,mobile,7764,4729,222,138,112.44,4.2,470.97,17,108,1.64
2024-07-25,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,desktop,3993,2721,76,52,27.1,0.8,96.49,2,48,1.47
2024-07-25,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,mobile,9674,7222,134,96,74.92,1.4,154.72,4,90,1.34
2024-07-26,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,desktop,6329,3356,149,100,80.28,2.1,282.86,7,83,1.89
2024-07-26,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,18741,11463,394,262,223.31,6.0,891.1,19,231,1.63
2024-07-26,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,3892,1488,108,87,79.14,4.1,589.0,12,69,2.62
2024-07-26,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,mobile,11269,4659,442,298,233.44,11.3,1794.64,33,253,2.42
2024-07-26,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,desktop,4245,2898,78,57,43.93,1.0,85.1,4,49,1.46
2024-07-26,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,mobile,14796,9629,250,206,124.76,3.6,493.19,10,175,1.54
2024-07-26,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,desktop,6052,4608,182,127,38.61,1.2,116.17,2,105,1.31
2024-07-26,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,mobile,13887,10908,497,310,80.98,2.6,259.94,7,234,1.27
2024-07-26,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,desktop,2457,1652,64,41,37.14,1.1,156.04,4,36,1.49
2024-07-26,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,mobile,9834,6225,291,183,119.92,5.4,699.45,26,154,1.58
2024-07-26,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,desktop,3564,2394,65,42,27.17,0.8,85.49,2,36,1.49
2024-07-26,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,mobile,9950,6444,135,102,81.03,1.6,182.86,6,86,1.54
2024-07-27,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,desktop,5315,2945,113,77,65.95,1.6,222.25,5,72,1.8
2024-07-27,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,17799,8147,458,278,210.24,6.6,900.76,24,223,2.18
2024-07-27,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,3830,1553,136,88,59.82,4.1,638.67,14,72,2.47
2024-07-27,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,mobile,8470,3121,237,187,166.5,7.7,1251.58,31,151,2.71
2024-07-27,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,desktop,3170,1917,77,47,35.64,0.8,94.54,2,40,1.65
2024-07-27,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,mobile,11576,9456,152,130,114.47,2.4,293.54,8,105,1.22
2024-07-27,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,desktop,3852,3293,97,65,24.77,0.6,68.16,2,53,1.17
2024-07-27,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,mobile,13279,10882,315,208,76.07,1.5,151.16,3,178,1.22
2024-07-27,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,desktop,1254,802,33,21,19.48,0.5,62.86,1,15,1.56
2024-07-27,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,mobile,5589,3785,153,115,78.08,3.0,317.52,12,96,1.48
2024-07-27,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,desktop,2182,1483,45,24,17.37,0.4,44.29,1,19,1.47
2024-07-27,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,mobile,5613,3772,78,57,45.09,1.0,101.88,2,45,1.49
2024-07-28,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,desktop,3744,2141,90,54,48.61,1.1,151.87,4,44,1.75
2024-07-28,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,15962,8257,251,201,194.71,4.2,507.17,13,168,1.93
2024-07-28,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,3126,1338,103,75,53.98,3.0,391.93,10,61,2.34
2024-07-28,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,mobile,10806,4518,433,319,166.36,13.9,1882.2,38,292,2.39
2024-07-28,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,desktop,3160,2285,70,42,30.43,0.9,113.77,2,36,1.38
2024-07-28,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,mobile,12393,8508,285,175,96.61,2.6,331.84,9,154,1.46
2024-07-28,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,desktop,2874,2070,82,55,18.36,0.4,45.29,1,44,1.39
2024-07-28,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,mobile,8971,6508,275,155,54.51,1.3,134.85,4,131,1.38
2024-07-28,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,desktop,1518,1012,41,29,23.43,0.8,93.57,3,23,1.5
2024-07-28,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,mobile,5071,3479,140,97,68.76,3.2,373.81,11,79,1.46
2024-07-28,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,desktop,2090,1511,35,25,16.7,0.4,43.17,1,19,1.38
2024-07-28,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,mobile,5534,3451,106,61,43.91,0.9,100.29,3,52,1.6
2024-07-29,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,desktop,6472,3681,126,77,84.72,1.9,283.32,7,64,1.76
2024-07-29,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,22340,10972,491,333,302.99,6.7,908.45,18,294,2.04
