date,campaign_id,campaign_name,campaign_type,market,device,impressions,clicks,cost,conversions,conversion_value,search_impression_share
2024-07-23,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,213,10,13.2,0.3,42.4,0.68
2024-07-23,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,2037,43,51.97,1.2,164.66,
2024-07-23,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,4232,68,76.69,1.6,220.67,
2024-07-23,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,490,11,12.64,0.2,28.32,
2024-07-23,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,6864,34,16.68,0.6,61.44,
2024-07-23,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,mobile,14550,77,38.66,1.4,161.14,
2024-07-23,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,tablet,1888,11,5.58,0.2,20.72,
2024-07-24,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,desktop,1572,133,139.19,8.4,1035.81,0.65
2024-07-24,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,mobile,2474,174,202.52,10.9,1612.3,0.71
2024-07-24,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,tablet,278,26,34.66,1.5,206.85,0.75
2024-07-24,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,desktop,957,36,102.14,0.7,92.86,0.72
2024-07-24,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,mobile,1634,57,159.43,1.1,147.79,0.72
2024-07-24,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,tablet,318,10,32.11,0.3,35.23,0.77
2024-07-24,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,desktop,6207,70,59.61,2.4,336.18,
2024-07-24,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,mobile,12218,145,115.1,4.1,590.78,
2024-07-24,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,3116,36,21.86,1.0,117.38,
2024-07-24,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,659,56,54.53,3.2,395.82,0.75
2024-07-24,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,1612,107,95.08,4.6,579.35,0.73
2024-07-24,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,279,19,18.08,1.1,127.93,0.76
2024-07-24,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,970,58,37.56,2.5,309.93,0.75
2024-07-24,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,1621,101,74.96,4.4,474.42,0.8
2024-07-24,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,170,13,10.45,0.7,77.86,0.76
2024-07-24,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,1122,38,54.38,0.9,118.91,0.61
2024-07-24,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,981,40,64.09,1.3,165.39,0.79
2024-07-24,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,189,7,10.8,0.2,26.8,0.75
2024-07-24,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,2142,50,48.75,1.7,252.01,
2024-07-24,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,4643,88,81.43,2.2,325.78,
2024-07-24,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,395,9,10.66,0.3,42.95,
2024-07-24,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,8000,45,18.81,0.9,98.69,
2024-07-24,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,mobile,19710,88,31.86,1.9,187.59,
2024-07-24,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,tablet,2744,12,6.24,0.2,23.65,
2024-07-25,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,desktop,1290,86,133.7,5.8,829.37,0.76
2024-07-25,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,mobile,2419,198,220.9,9.2,1398.38,0.74
2024-07-25,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,tablet,361,30,41.07,1.8,242.6,0.68
2024-07-25,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,desktop,1112,38,122.01,1.0,111.32,0.79
2024-07-25,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,mobile,1691,54,181.23,1.3,158.89,0.76
2024-07-25,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,tablet,288,11,29.72,0.3,33.36,0.8
2024-07-25,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,desktop,8763,106,91.35,3.6,452.5,
2024-07-25,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,mobile,14480,189,126.33,4.9,741.06,
2024-07-25,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,2311,26,21.98,0.8,120.26,
2024-07-25,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,528,41,44.95,1.9,225.75,0.82
2024-07-25,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,1269,106,89.27,6.1,733.5,0.73
2024-07-25,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,180,15,16.05,0.9,120.39,0.82
2024-07-25,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,943,69,42.72,3.9,412.09,0.7
2024-07-25,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,1600,101,70.49,5.2,708.99,0.73
2024-07-25,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,250,18,10.88,0.9,107.43,0.72
2024-07-25,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,669,29,39.7,1.0,109.54,0.81
2024-07-25,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,1183,41,71.76,1.0,123.51,0.75
2024-07-25,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,230,9,14.84,0.2,27.46,0.66
2024-07-25,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,2027,47,51.07,1.4,193.85,
2024-07-25,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,2828,59,62.95,1.7,226.69,
2024-07-25,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,635,10,11.96,0.3,38.71,
2024-07-25,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,11942,49,18.4,0.7,72.63,
2024-07-25,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,mobile,19061,97,41.43,1.8,200.08,
2024-07-25,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,tablet,2619,15,6.05,0.3,28.56,
2024-07-26,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,desktop,1383,100,117.18,6.4,873.93,0.84
2024-07-26,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,mobile,2210,195,239.93,13.3,1841.49,0.67
2024-07-26,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,tablet,357,29,38.53,1.4,189.96,0.72
2024-07-26,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,desktop,1028,31,105.9,0.8,107.44,0.85
2024-07-26,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,mobile,1459,54,159.8,1.4,166.67,0.75
2024-07-26,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,tablet,197,7,21.26,0.2,27.93,0.68
2024-07-26,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,desktop,6726,74,76.28,2.2,293.51,
2024-07-26,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,mobile,15216,159,138.67,4.8,616.51,
2024-07-26,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,1999,25,22.69,0.6,87.89,
2024-07-26,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,778,61,66.07,3.8,512.44,0.8
2024-07-26,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,1227,113,107.08,6.9,938.17,0.65
2024-07-26,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,197,15,15.49,0.8,105.17,0.81
2024-07-26,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,1069,74,46.32,3.0,334.3,0.7
2024-07-26,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,1490,103,63.33,4.3,378.61,0.84
2024-07-26,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,285,20,13.81,0.8,104.48,0.83
2024-07-26,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,638,26,43.55,0.7,84.62,0.73
2024-07-26,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,1084,43,63.51,1.3,163.18,0.66
2024-07-26,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,182,8,11.16,0.2,27.31,0.8
2024-07-26,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,2593,50,41.2,1.4,180.15,
2024-07-26,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,2297,49,63.03,1.2,146.53,
2024-07-26,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,476,10,11.73,0.3,43.72,
2024-07-26,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,10852,54,26.34,1.0,106.86,
2024-07-26,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,mobile,17918,90,38.35,1.6,168.93,
2024-07-26,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,tablet,2012,10,5.1,0.2,21.06,
2024-07-27,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,desktop,1109,104,114.95,4.9,735.21,0.75
2024-07-27,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,mobile,1252,113,142.52,5.0,754.16,0.58
2024-07-27,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,tablet,238,18,25.33,0.9,128.43,0.84
2024-07-27,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,desktop,596,24,62.58,0.7,83.3,0.65
2024-07-27,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,mobile,1284,48,157.75,1.1,131.48,0.71
2024-07-27,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,tablet,183,7,23.83,0.2,26.64,0.74
2024-07-27,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,desktop,6187,66,65.12,2.1,271.45,
2024-07-27,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,mobile,5794,87,76.75,2.2,296.23,
2024-07-27,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,1770,21,18.51,0.6,82.51,
2024-07-27,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,690,58,43.76,3.6,469.93,0.73
2024-07-27,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,1063,87,85.38,4.6,660.77,0.74
2024-07-27,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,207,16,14.07,0.8,98.69,0.67
2024-07-27,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,403,32,27.98,1.8,186.75,0.72
2024-07-27,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,1022,65,42.59,3.4,378.61,0.78
2024-07-27,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,184,11,9.83,0.6,75.33,0.66
2024-07-27,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,588,23,35.96,0.6,70.69,0.84
2024-07-27,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,841,31,50.42,0.8,108.66,0.64
2024-07-27,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,123,5,8.71,0.1,12.9,0.76
2024-07-27,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,1801,35,34.91,1.1,165.02,
2024-07-27,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,2243,36,42.11,1.0,161.25,
2024-07-27,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,371,8,8.12,0.2,26.58,
2024-07-27,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,8193,40,17.19,0.8,90.97,
2024-07-27,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,mobile,11378,59,26.02,1.0,114.03,
2024-07-27,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,tablet,1997,9,4.31,0.2,20.57,
2024-07-28,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,desktop,746,61,75.33,4.0,560.0,0.74
2024-07-28,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,mobile,1580,116,145.68,7.1,1059.49,0.72
2024-07-28,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,tablet,153,15,18.62,0.9,122.9,0.74
2024-07-28,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,desktop,751,23,72.17,0.6,75.4,0.71
2024-07-28,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,mobile,946,36,113.76,0.8,102.3,0.72
2024-07-28,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,tablet,203,7,20.05,0.2,23.84,0.66
2024-07-28,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,desktop,4230,57,49.71,2.0,251.63,
2024-07-28,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,mobile,8942,121,106.44,3.8,534.89,
2024-07-28,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,1281,17,16.41,0.6,78.96,
2024-07-28,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,475,39,38.88,2.1,296.26,0.8
2024-07-28,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,906,67,58.38,3.8,473.27,0.8
2024-07-28,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,202,13,12.53,0.6,79.75,0.6
2024-07-28,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,485,45,31.21,2.6,294.66,0.71
2024-07-28,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,1007,59,48.95,2.1,229.48,0.75
2024-07-28,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,162,10,8.42,0.3,36.87,0.67
2024-07-28,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,301,13,21.09,0.4,48.17,0.71
2024-07-28,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,861,32,41.78,1.0,128.22,0.73
2024-07-28,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,127,4,7.0,0.1,13.93,0.64
2024-07-28,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,977,22,25.87,0.6,79.35,
2024-07-28,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,1245,30,33.4,0.9,125.78,
2024-07-28,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,380,7,8.26,0.2,28.51,
2024-07-28,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,6015,34,13.94,0.7,73.59,
2024-07-28,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,mobile,12367,57,24.49,0.9,84.97,
2024-07-28,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,tablet,2508,11,4.2,0.1,10.92,
2024-07-29,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,desktop,1576,113,131.46,5.8,872.24,0.69
2024-07-29,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,mobile,2443,199,218.36,13.8,2094.83,0.7
2024-07-29,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,tablet,412,33,39.43,1.9,271.88,0.73
2024-07-29,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,desktop,1227,37,94.33,0.7,75.82,0.73
2024-07-29,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,mobile,1452,51,150.27,1.0,126.29,0.77
2024-07-29,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,tablet,281,9,26.95,0.2,21.57,0.62
2024-07-29,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,desktop,7897,91,76.64,2.5,326.7,
2024-07-29,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,mobile,12521,153,130.3,4.5,664.45,
2024-07-29,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,1639,22,19.71,0.7,92.97,
2024-07-29,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,886,57,60.19,2.8,352.42,0.79
2024-07-29,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,1692,123,105.58,6.3,772.49,0.78
2024-07-29,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,160,13,15.34,0.8,100.15,0.71
2024-07-29,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,721,53,35.47,2.8,293.48,0.7
2024-07-29,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,1470,109,66.1,4.5,509.41,0.69
2024-07-29,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,219,15,11.08,0.6,64.98,0.74
2024-07-29,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,750,33,51.34,0.8,101.26,0.66
2024-07-29,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,871,39,55.39,1.3,165.66,0.63
2024-07-29,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,171,7,11.95,0.2,23.22,0.72
2024-07-29,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,2693,53,45.6,1.5,224.27,
2024-07-29,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,3369,62,72.92,1.3,176.28,
2024-07-29,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,466,10,13.71,0.3,43.28,
2024-07-29,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,7712,45,19.99,0.7,86.95,
2024-07-29,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,mobile,14662,63,32.36,1.2,124.22,
2024-07-29,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,tablet,1998,11,5.08,0.2,19.36,
2024-07-30,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,desktop,1315,111,132.49,7.4,1067.9,0.83
2024-07-30,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,mobile,2771,186,216.19,10.8,1523.86,0.78
2024-07-30,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,tablet,466,38,40.4,2.5,406.81,0.77
2024-07-30,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,desktop,1127,41,116.96,1.2,128.65,0.7
2024-07-30,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,mobile,1322,52,152.8,1.2,116.46,0.7
2024-07-30,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,tablet,301,11,33.98,0.3,32.32,0.75
2024-07-30,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,desktop,5439,69,72.33,2.1,269.63,
2024-07-30,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,mobile,11244,150,124.9,4.9,622.78,
2024-07-30,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,2476,32,28.18,0.9,125.03,
2024-07-30,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,954,86,66.71,5.5,692.28,0.66
2024-07-30,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,1403,109,105.27,6.1,825.12,0.8
2024-07-30,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,269,23,19.63,1.5,244.17,0.66
2024-07-30,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,1069,79,44.12,3.3,437.9,0.68
2024-07-30,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,1424,80,53.71,3.9,374.4,0.72
2024-07-30,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,159,13,9.19,0.6,64.23,0.72
2024-07-30,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,781,27,42.96,0.9,88.16,0.68
2024-07-30,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,972,39,63.42,1.0,115.15,0.73
2024-07-30,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,210,8,12.13,0.3,35.95,0.71
2024-07-30,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,3497,57,54.03,1.7,225.08,
2024-07-30,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,3234,63,64.79,2.1,312.87,
2024-07-30,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,791,14,13.52,0.3,39.28,
2024-07-30,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,10226,50,23.9,0.9,93.54,
2024-07-30,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,mobile,16936,71,34.51,1.3,153.67,
2024-07-30,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,tablet,1872,12,5.82,0.2,22.69,
2024-07-31,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,desktop,1194,100,122.19,6.1,812.35,0.73
2024-07-31,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,mobile,2246,197,247.63,11.5,1767.54,0.74
2024-07-31,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,tablet,374,27,33.93,1.5,220.79,0.74
2024-07-31,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,desktop,783,29,91.94,0.7,73.67,0.71
2024-07-31,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,mobile,1660,56,159.52,1.1,127.9,0.7
2024-07-31,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,tablet,293,12,32.97,0.2,26.52,0.71
2024-07-31,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,desktop,7705,103,88.73,3.1,381.72,
2024-07-31,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,mobile,14348,176,147.95,6.5,805.06,
2024-07-31,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,2533,30,24.62,1.0,118.8,
2024-07-31,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,661,54,58.34,2.9,384.33,0.7
2024-07-31,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,1641,126,117.58,7.9,963.13,0.81
2024-07-31,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,180,13,15.01,0.7,77.24,0.69
2024-07-31,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,825,57,37.55,2.9,339.04,0.74
2024-07-31,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,1101,91,58.55,3.7,481.88,0.71
2024-07-31,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,190,15,12.26,0.7,78.0,0.72
2024-07-31,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,674,27,44.64,0.9,127.25,0.74
2024-07-31,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,1831,54,69.94,1.7,210.89,0.69
2024-07-31,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,179,8,12.62,0.2,23.51,0.78
2024-07-31,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,1890,36,41.78,0.9,126.85,
2024-07-31,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,2980,58,67.52,1.3,175.7,
2024-07-31,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,615,12,13.42,0.4,52.81,
2024-07-31,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,8196,39,17.48,0.6,65.07,
2024-07-31,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,mobile,15329,79,35.7,1.7,181.87,
2024-07-31,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,tablet,3058,14,6.33,0.2,21.16,
2024-08-01,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,desktop,1265,94,139.94,5.4,779.05,0.74
2024-08-01,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,mobile,2640,160,217.48,6.9,960.81,0.78
2024-08-01,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,tablet,437,37,31.13,2.3,304.41,0.66
2024-08-01,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,desktop,1005,33,94.84,0.9,83.34,0.67
2024-08-01,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,mobile,1600,53,145.86,1.5,153.23,0.72
2024-08-01,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,tablet,270,9,32.72,0.2,20.54,0.58
2024-08-01,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,desktop,7752,104,88.65,2.8,393.72,
2024-08-01,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,mobile,14109,174,154.86,5.6,660.99,
2024-08-01,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,2617,33,26.74,0.9,110.04,
2024-08-01,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,954,82,75.48,4.5,498.8,0.77
2024-08-01,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,1223,92,94.03,4.1,540.01,0.85
2024-08-01,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,240,20,19.49,1.1,145.4,0.66
2024-08-01,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,888,57,44.13,3.0,342.47,0.67
2024-08-01,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,1473,111,75.54,4.8,549.36,0.75
2024-08-01,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,353,22,12.69,1.1,125.16,0.69
2024-08-01,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,814,26,35.93,0.8,95.21,0.66
2024-08-01,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,888,43,66.91,1.1,150.25,0.78
2024-08-01,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,183,7,11.12,0.2,28.02,0.75
2024-08-01,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,2524,43,45.55,1.2,184.22,
2024-08-01,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,2715,55,55.1,1.4,183.57,
2024-08-01,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,664,12,11.64,0.4,50.14,
2024-08-01,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,7640,41,17.35,0.7,74.14,
2024-08-01,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,mobile,17342,91,33.91,1.7,180.88,
2024-08-01,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,tablet,3055,17,6.87,0.3,32.11,
2024-08-02,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,desktop,1247,112,133.93,5.9,803.31,0.78
2024-08-02,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,mobile,1591,149,195.89,8.5,1299.68,0.65
2024-08-02,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,tablet,405,34,41.83,1.9,238.89,0.75
2024-08-02,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,desktop,757,29,80.81,0.7,97.09,0.78
2024-08-02,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,mobile,1578,55,155.53,1.1,122.07,0.69
2024-08-02,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,tablet,234,8,23.19,0.2,24.78,0.76
2024-08-02,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,desktop,7867,100,82.74,3.5,484.12,
